химия 	42 	38 	физиология астробиология фармакология генетика бактериология биохимия химический информатика наука физика радиоэлектроника эндокринология кристаллография медицина прикладная геохимия естествознание материаловедение фармакохимия алхимия метеорология вирусология неорганическая климатология биология минералогия астрономия математика микроскопия зоология радиология микробиология молекулярная навтика биоорганическая стиланская океанография геология
история 	39 	33 	эпоха докоммунистическая хроника предыстория поведанная поучительный версия трагедия литература пересказать периодизация наука драма предистория легенда многотомная сказка исэл рассказать историйка топонимия картина сцена пятитомная ситуация хронология запутанная книга философия биография занимательная эпопея география
век 	45 	35 	эпоха махаванса новокаменный неолит восемнадцатый среднекаменный бунташный доживавшими синдетиконский кварталъ плоскошинный некалендарный сатьяюга землетребователь приопущенных бездомней отживать мафусаилов эры год вепревском пилюлиарский хезиру смеженных расцвет двадцатый девятнадцатый тысячелетие энеолит древнекаменный гапицецу усадебках осьмнадцатый столетие полукочующем
подпись 	39 	27 	индоссировать надпись печать подделана подписать расписаться собственноручный заверяющая сопроводиловка размашистый инициалы своеручной роспись ереминским закорючка приписка расписывался документ заверительную проставить бланке подписался факсимиле пометка жолдадзе расписка подписывал
попытка 	34 	19 	атака пресечена увенчалась уловка безуспешный неудачей попытаться вылазка пытаться неудачный предприниматься контригра удалась неудавшаяся затея предпринять стратагема небезуспешная акция
морепродукт 	93 	89 	запеченые запеченый сибас кунжутный спассерованными конгрио бамию буйабез кафельник акулятина эскариоль нельмушка севрюжий частиковая кабачковый маложирный кнельной мюнхенски магуро слабосоленый среднесоленая базиликовом мангостин свеженарезанную килечное рикоттой фарширую ипли буйволятина креветочное онигири уголечков непотрошеная сериола некрахмалистый кукумарии семужного манненгольма путасу тунцовое макрурус мешон шпандориков кальмаровый тоуфу свежепросольный тунец томить кадзуноко лапшенник велютэ камабоко вертельный бланшированной скоблянки окарой сушено скоблянка арапаима мэрилендски майонезном саговый фрикадели померанце тонкацу обжарена урюке сурими муждей соленная сорбите кнелями тамбагу желтохвост кенгурятина вешенками разварное витлуф шарлоток конбу льноперерабатывающий жаренки многозернового дзосуй провесную пангасиус уйсун быстрозамороженные тараму
задержка 	44 	38 	речака затяжка запаздывание неприятность речак просрочка нибинга гипотрофия остановка заминка анострия зацеливание авария переориентировка запинка телеопераций неудача потеря уретральном задерживается передышка декомпрессия неритмичность поломка пурака неполадка непредвиденная ошибка гипогликемия поспешность приостановка спешка незапланированная недопоставка длительная отсрочка медлительность досадная
журавль 	57 	50 	кроншнеп взоржет шилоклювка черношейный аист турухтан каравайка журавель журавлиха думушек балобан коршун подорлик чомга шипун гусь петух колодезный птица скворушка кеклик гнездарь пискулька воробей синица рябок гусеобразные журка гукук вилохвостый голубь осоед цапля лебедь козодой дербник красногрудый чистик жеравь гонористее весничка буксэргинэ краснозобая танчо курганник сизарь ворон ястреб длинноклювый реполов
запас 	41 	33 	истощиться арсенал излишек лимит словарный ресурс разбронировался энергозапас неисчерпаемый набор подвесн резерв нз поистощился боекомплект небесконечен неснижаемый запасец энергоресурс небезграничен суткодачи избыток расход израсходован заряд оксилита пополнить боезапас провизии нерастраченный возимый неприкосновенный запасти
бумага 	37 	31 	веленевая линованная пленка чернила вощеная бандерольная нелинованная обёрточный гербовая самописка проклеенная крупнорифленная бумажонка обертка блокнотная чернилица папиросная парафинированная бумажная фотобумага самопишущая шариковая провощенная бумажка морванская копирка пергамент писчий мелованная ватманская промокательная
брат 	34 	28 	траншийский единоутробный сестра муж отец кузен четвероюродный мой двоюродный единокровный дядя младший названый родич племянник внук братец троюродный приятель брательнич пятиюродный шурин братишка тоже сын родственник старший зять
производство 	42 	36 	моторостроение импорт крупносерийное отверточное валовое сбыт пивоваренное экспорт выплавку патентование малосерийное машиностроение промышленное промышленность мелкосерийное наукоемкое станкостроение плавильное продукции механообрабатывающее поточное текстильное призводство мыловаренное субсидирование потребление бумагоделательное конвейерное сталелитейное тракторо спецукупорки авиастроение чугунолитейное изготовление тракторостроение серийное
слово 	55 	48 	расчестное речение сказать двухсложное старославянское яхошуа амарандина двусложное нелживое последнее фенарианское произносимое обозначающее зиммути сакаракши честное вмещенное труднопереводимое притяжательное одно односложное прилагательное словосочетание труднопроизносимое означать произнеслось обещание бранное звукосочетание шазаам это каждое тарсусианском словечко одессифицированное лювь матзер произнесенное сибболет четырехсложное ругательство шибболет имя буквосочетание трехбуквенное словцо октябрятское вълкъ
депрессия 	48 	41 	дисфорическое психастения психогенная подавленность гипертензия нарколепсия атеросклеротиков невроз хроническая депрессивный навязчивостями дистимия инбредная анорексия болезнь неврастения дженсволд меланхолия инволюционная астения делириозный невропатия эндогенная послеродовая циклотимия анарексия хандра интоксикация бессонница циклотемия ажитированная ипохондрия климактерическое булимия психопатия истерия кататоническое ремиссия депрессивность апатия абстиненция
арафат 	66 	58 	садата завахири бегин мухаммед ясера хаттаб машааль палестинец туджман радуев хамас хусейн ясир садат гурион дэвидские каддафи хафез эльчибей масхадов яссин ооп халес ольмерт палестинского милошевич каффиех нимейри танзима саддам хаменеи нетаниягу насралла иордании хильве мосаддык ясер ахмадинежад шамир жмайель нетаньяху насер оджалан хуссейни рамаллы заркави акаев хадере муктада бакр наджибулла шукейри бегином хезболлах хусейни зистани хаватме хадж
изображение 	37 	31 	увеличенное объемное телеизображение голографическое очертание спроецировалось видеоизображение отсканированное двухмерное стереоскопическое экран трехмерное транслируемое аксонометрическое отображение погрудное барельефное стереоизображение картинку схематичное анимированное голоизображение головизоре семитерранский схематическое укрупнилось зернистое видение рельефное фотоизображение стилизованное
мыло 	44 	36 	нещелочное пемолюкс помазок эпиляционный глэмур дезодорант полировальную стиральный мыльце мочалка мыть отбеливающий отбеливатель сульсеновое туалетное белье вежетель парфюмированное мылиться измылилось леммикки глицериновое лампадное ароматизированное шампунь мытья дегтярное размылить карболовое щетку бритья обмылочком одеколон пальмолив арахисовое полотенце
матч 	37 	24 	футболисты четвертьфинальный четвертьфинал суперкубок бейсбольный футбольный хоккей турнир чемпионат переигровке футбол маракане хоккейный болельщик поединок миддлсбро полуфинал сборной кубковый концерт цска траффорде полуфинальный ориолс
